Income,Firstdate,Lastdate,Amount,rfaf2,rfaa2,pepstrfl,glast,gavr,class
0,9311,9512,0.1,1,F,0,23,17.5,0
2,8901,9512,0.12,2,G,0,25,17.42,0
7,8609,9511,0.27,1,E,X,10,12.75,0
4,9602,9602,0.07,1,G,0,25,25,0
3,8611,9601,0.3,4,D,X,5,2.53,0
5,9011,9603,0.19,1,G,X,30,17.88,0
6,9409,9508,0.06,1,G,0,25,25,0
2,9111,9601,0.24,2,E,X,11,6.69,0
4,9101,9511,0.45,4,D,X,7,5.5,0
2,9310,9602,0.21,3,E,X,10,7.11,0
3,8704,9603,0.18,3,E,0,8,6.9,0
0,8801,9505,0.18,1,G,X,35,12.85,0
2,9501,9511,0.09,1,F,0,16,13,0
3,9507,9603,0.18,3,E,0,12,10.66,0
1,9310,9602,0.23,3,E,X,11,8.44,0
5,9412,9512,0.11,2,G,0,25,13.33,0
0,9301,9612,0.21,4,F,X,10,8.87,0
6,9309,9509,0.11,2,F,0,20,16.42,0
0,8608,9512,0.33,3,E,X,10,7.33,0
5,9210,9603,0.32,4,E,X,4,7.12,0
5,8612,9508,0.13,1,G,0,50,25.55,0
2,9510,9510,0.06,1,G,0,50,50,0
3,9412,9505,0.08,1,G,0,30,27.5,0
2,9401,9512,0.24,4,E,X,9,7,0
0,9408,9509,0.1,2,F,X,20,11.66,0
4,9410,9602,0.13,1,F,0,17,15.5,0
2,9506,9603,0.15,3,E,0,10,10,0
2,8612,9601,0.24,3,F,X,20,13.81,0
0,9402,9512,0.12,1,F,0,20,10.25,0
2,8612,9602,0.4,3,D,X,5,4.06,0
7,9509,9509,0.05,1,G,0,30,30,0
5,9309,9603,0.1,1,F,0,20,16.66,0
0,9409,9512,0.17,3,E,0,5,7.6,0
5,8709,9504,0.23,1,G,X,26,16.83,0
1,8611,9512,0.31,3,E,X,12,8.04,1
3,9501,9603,0.23,4,F,X,13,12,0
2,8802,9612,0.16,1,G,X,13,12.61,0
5,8703,9508,0.14,2,F,0,12,9.66,0
5,8712,9512,0.3,3,E,X,10,8.39,0
0,9404,9602,0.12,2,F,0,15,11.75,0
6,8704,9512,0.23,2,E,X,10,8.53,0
5,9201,9602,0.13,2,F,X,17,11.42,0
2,8801,9512,0.24,2,F,X,15,8,0
2,8812,9601,0.33,3,D,X,5,5.85,0
2,9601,9602,0.08,1,F,0,5,10,0
2,8612,9602,0.21,3,F,X,15,9.41,0
4,9001,9512,0.22,2,E,0,10,6.61,0
1,9601,9601,0.07,1,F,0,20,20,0
2,9110,9508,0.36,3,E,X,11,12.09,1
0,9109,9512,0.09,1,G,0,25,22,0
1,9410,9602,0.11,2,F,0,7,10.66,0
0,9103,9511,0.09,1,F,0,17,12,0
0,9102,9504,0.11,1,G,0,30,24,0
5,9301,9612,0.17,2,F,0,15,11.63,0
4,9502,9609,0.12,1,F,0,25,16.66,0
1,9001,9512,0.12,2,F,X,22,13.42,0
4,9501,9511,0.12,1,F,0,20,10.33,0
6,9209,9602,0.24,2,F,X,16,11.16,0
6,8712,9512,0.22,1,E,X,12,7.33,0
2,9402,9601,0.1,1,F,0,20,10.66,0
0,9210,9612,0.15,2,F,X,100,29.18,0
7,9010,9603,0.15,3,F,X,20,13.11,0
0,9004,9511,0.22,3,F,0,13,18.92,0
2,9010,9512,0.15,2,F,0,15,10.14,0
5,8701,9512,0.22,2,E,X,10,7.06,0
4,8911,9603,0.13,3,F,X,10,13.93,0
7,9603,9603,0.09,1,F,0,15,15,0
3,8608,9512,0.29,1,E,X,10,4.78,0
4,8905,9601,0.17,2,E,X,10,7.18,1
4,9401,9512,0.17,4,D,0,5,5.83,0
6,8612,9603,0.16,1,F,0,20,11,0
4,8702,9511,0.25,1,E,X,10,5.7,0
0,8612,9603,0.26,4,F,X,10,10.21,0
4,9112,9601,0.1,1,F,0,15,13,0
4,9506,9512,0.1,2,F,0,20,11.5,0
0,9410,9512,0.08,1,G,0,30,25,0
6,9411,9602,0.11,2,F,0,17,17,0
0,9109,9510,0.1,1,G,0,27,24.16,0
0,9102,9507,0.11,2,G,X,30,18,1
0,9402,9511,0.1,1,F,0,15,10,0
0,9111,9603,0.35,4,D,X,2,5.37,0
1,9601,9601,0.07,1,G,0,25,25,0
0,9201,9512,0.12,2,G,0,25,15.85,0
2,9209,9509,0.16,1,G,X,30,15,0
6,9012,9512,0.12,2,G,0,10,22.71,0
6,9103,9508,0.25,1,G,X,25,18.5,0
6,9310,9503,0.13,1,F,X,15,11.4,0
6,8709,9603,0.26,3,D,X,6,4.11,0
1,9401,9601,0.21,4,D,X,7,5.87,0
5,9210,9510,0.14,2,F,X,15,13.14,0
6,9302,9511,0.11,1,G,0,25,14.5,0
7,9007,9503,0.07,1,F,0,20,15,0
4,9506,9512,0.1,2,G,0,25,14,0
2,9602,9602,0.07,1,G,0,25,25,0
0,8809,9601,0.25,3,F,X,10,10.88,0
0,8809,9512,0.46,4,D,X,5,3.28,0
0,9102,9505,0.08,1,F,0,21,19.5,0
7,9501,9602,0.2,4,E,X,7,6.4,0
5,9201,9601,0.08,1,F,0,20,14.25,0
0,9011,9603,0.13,3,F,X,20,13.85,0
5,9104,9608,0.11,1,G,0,15,11.71,0
5,9511,9511,0.06,1,G,0,25,25,0
0,9603,9603,0.1,1,F,0,20,20,0
2,9509,9601,0.1,2,F,0,15,12.5,0
0,9507,9507,0.05,1,F,0,20,20,0
4,9401,9512,0.16,3,E,X,12,9,0
1,9210,9601,0.12,1,F,0,20,11.2,0
2,9301,9512,0.24,3,E,X,14,10.27,0
6,9507,9507,0.06,1,G,0,25,25,0
0,9301,9512,0.06,1,F,0,19,13.66,0
5,8612,9511,0.25,4,E,X,8,7.55,0
7,9601,9601,0.07,1,G,0,25,25,0
2,9411,9512,0.16,4,E,X,10,7.42,0
0,8904,9509,0.13,1,F,0,16,10.5,0
4,9004,9512,0.26,2,F,X,17,9,0
0,8608,9602,0.19,1,F,X,15,8.92,0
5,9510,9511,0.12,2,F,0,5,10,1
2,8910,9510,0.27,3,D,X,5,5.56,0
2,8801,9511,0.33,4,E,X,10,5.08,0
4,9202,9508,0.12,2,F,0,20,8.5,0
0,9102,9512,0.12,1,F,0,20,17.28,0
1,9011,9505,0.18,1,F,X,23,18,0
0,8702,9609,0.23,3,F,X,15,12.19,0
5,8701,9603,0.25,3,E,X,10,5.76,0
5,9401,9603,0.18,3,G,0,10,13.75,0
5,9509,9509,0.05,1,G,0,28,28,0
6,8801,9507,0.1,1,G,0,25,14.33,0
0,9004,9511,0.13,1,F,0,20,16.25,0
0,9106,9603,0.16,4,F,0,19,21,0
2,8611,9511,0.22,1,E,X,10,6.54,0
5,9409,9510,0.08,1,F,0,15,15,0
1,9509,9509,0.07,1,F,0,15,15,0
4,9112,9603,0.16,2,F,0,20,13.85,0
2,9402,9602,0.15,2,G,0,25,17.66,0
2,8810,9508,0.12,1,G,X,50,46.22,0
1,9301,9601,0.19,4,D,0,6,4.71,1
4,9501,9512,0.17,3,E,0,10,7,0
4,8608,9512,0.33,3,D,X,5,5.3,1
4,9302,9511,0.27,2,E,X,8,8.33,0
2,9309,9509,0.13,3,E,0,14,10.8,0
5,9402,9508,0.15,2,F,0,20,11,0
0,8809,9511,0.36,1,F,X,16,12,0
4,9101,9602,0.11,1,F,0,15,12.83,0
5,9603,9603,0.11,1,F,0,15,15,0
0,9302,9601,0.21,4,F,0,10,11.55,0
7,9012,9702,0.2,3,E,X,10,7.22,0
5,9602,9602,0.07,1,F,0,20,20,0
5,8608,9511,0.5,4,D,X,4,5.17,0
2,8609,9512,0.25,1,G,X,50,24.14,0
3,9111,9504,0.12,1,F,X,15,12.5,0
0,9506,9509,0.09,2,F,0,15,12.5,1
1,8612,9511,0.14,2,F,X,15,10.55,0
4,8903,9507,0.14,1,F,0,15,8.25,0
4,9302,9509,0.17,3,F,X,14,10.85,0
5,9510,9510,0.06,1,F,0,20,20,0
1,8811,9512,0.25,1,E,X,10,9.63,0
1,8707,9512,0.19,2,E,0,5,7.06,0
5,8810,9511,0.17,4,F,X,10,8.09,0
2,8703,9509,0.13,1,G,X,100,42.46,0
5,9404,9508,0.28,3,E,X,9,9,0
4,8612,9604,0.12,1,F,0,25,18.23,0
2,8608,9603,0.54,4,E,X,10,6.19,0
5,9310,9506,0.1,1,F,0,17,13,0
0,8702,9510,0.22,3,F,X,20,14.56,0
1,9501,9602,0.15,2,F,0,12,14.66,0
1,9001,9603,0.16,2,F,X,25,21.06,0
2,9501,9509,0.09,1,F,0,15,12.5,0
5,9302,9512,0.27,4,F,X,11,10.58,0
6,9301,9512,0.09,2,G,0,25,11.85,0
4,9101,9603,0.23,4,E,X,5,7.19,0
3,9301,9505,0.08,1,F,0,18,13.33,0
0,8801,9601,0.18,2,E,X,12,8.72,0
1,8612,9603,0.2,1,G,X,30,21.42,0
6,8905,9509,0.27,1,E,0,10,8.05,0
4,9310,9512,0.08,1,G,0,27,19,0
0,8807,9601,0.4,4,D,X,6,6.12,1
5,9409,9503,0.17,1,G,0,40,43.33,0
3,8805,9602,0.11,2,G,X,25,25,0
5,9312,9509,0.14,1,F,0,15,11.4,0
5,8801,9702,0.14,1,F,X,0,9.61,0
5,8812,9510,0.13,1,G,X,25,18.4,0
4,9601,9601,0.07,1,F,0,15,15,0
0,9012,9601,0.43,4,F,X,15,12.26,0
0,9202,9511,0.44,4,D,X,7,6.13,0
0,8803,9611,0.19,2,F,X,9,9.52,0
3,8610,9512,0.22,2,F,X,15,8.23,0
1,9211,9603,0.23,4,E,0,5,5.5,0
1,9103,9508,0.11,1,F,0,15,13,0
0,9510,9510,0.07,1,F,0,15,15,0
6,9210,9509,0.13,1,F,0,20,10.16,0
4,9402,9512,0.16,2,F,0,20,12.16,0
2,9502,9602,0.09,1,F,0,20,12.5,0
0,9311,9603,0.16,3,F,X,16,10.33,0
6,8810,9601,0.31,3,E,X,10,9.81,0
0,8612,9503,0.14,1,F,X,15,11.11,0
5,8711,9511,0.1,1,F,0,20,13.33,0
4,9412,9512,0.17,3,E,0,5,6.25,0
0,9403,9506,0.12,2,F,0,15,9.75,0
4,9212,9602,0.11,1,G,0,25,19,0
4,9412,9512,0.17,3,E,0,10,7.25,0
4,9402,9602,0.14,3,E,0,10,6.6,0
6,8801,9512,0.32,3,F,X,19,11.11,0
4,9302,9601,0.13,3,F,X,10,11,0
3,9102,9510,0.35,3,D,X,5,5.1,0
6,9210,9508,0.08,1,F,0,23,18.33,0
5,8909,9609,0.35,1,E,X,10,10.65,1
0,9508,9508,0.08,1,F,0,20,20,0
0,9009,9601,0.35,4,D,X,5,5.22,0
6,9601,9601,0.08,1,F,0,15,15,0
0,9209,9601,0.25,4,D,X,3,3.58,0
5,8608,9508,0.21,1,E,X,10,7.31,0
0,9507,9603,0.15,3,G,0,26,15.33,1
2,9509,9509,0.06,1,F,0,20,20,0
2,8810,9602,0.15,2,G,0,25,12.25,0
4,8803,9507,0.22,1,E,X,10,9.62,0
2,9105,9601,0.23,3,F,X,15,9.38,1
2,8804,9603,0.3,4,E,X,10,7.55,0
5,9409,9508,0.1,1,G,0,25,16.66,0
3,9507,9507,0.06,1,F,0,20,20,0
5,8610,9603,0.2,2,F,X,10,9.5,0
4,9407,9510,0.13,3,F,0,20,14,0
6,9409,9512,0.08,1,F,0,20,15,0
4,9412,9512,0.1,1,F,0,17,13.5,0
7,9309,9602,0.29,4,D,X,9,6.91,1
0,8612,9602,0.26,1,E,X,12,6.09,0
5,9501,9512,0.16,3,F,X,20,10,0
1,8812,9601,0.18,3,E,X,8,5.54,0
3,9402,9512,0.11,1,F,0,20,14.25,0
0,8911,9506,0.14,1,F,X,17,9.66,0
2,8707,9601,0.22,2,F,X,20,8.4,0
0,9501,9602,0.09,1,F,0,15,12.5,0
1,9309,9601,0.09,1,F,0,20,13.33,0
1,9401,9504,0.09,1,F,0,20,15,1
3,9210,9602,0.06,1,F,0,23,17.66,0
4,8704,9701,0.29,2,E,X,10,7.63,0
0,8810,9512,0.13,2,G,0,36,22.5,0
4,9602,9602,0.07,1,G,0,25,25,0
0,9501,9506,0.09,1,F,0,15,12.5,0
0,9409,9510,0.2,4,D,X,7,6.33,1
3,9601,9601,0.08,1,F,0,15,15,0
4,8701,9511,0.13,1,F,0,15,14.88,0
5,8701,9601,0.2,1,E,X,10,8.33,0
6,9112,9512,0.14,1,F,0,20,8.57,0
2,8803,9512,0.17,1,E,0,14,10.08,1
7,9502,9512,0.15,3,G,X,25,43.75,0
3,9401,9602,0.11,2,F,0,20,11.25,0
0,9501,9506,0.08,1,G,0,25,20,0
5,9010,9601,0.13,2,F,0,17,10.14,0
0,9109,9511,0.28,2,E,X,11,7.62,0
2,9510,9510,0.06,1,F,0,15,15,0
5,9501,9605,0.13,1,F,0,10,9.6,0
1,9111,9602,0.22,3,G,X,50,25.92,0
4,9107,9602,0.25,4,F,0,10,12.88,0
5,8909,9512,0.1,1,G,X,50,36.4,0
3,9407,9602,0.17,3,E,0,12,9.8,0
0,9310,9511,0.18,3,E,0,10,6.57,0
6,9410,9511,0.16,4,G,0,10,18,0
4,9410,9512,0.18,3,F,X,15,11,0
2,9502,9512,0.12,2,G,0,25,16.66,0
0,9202,9508,0.24,1,F,0,20,7.14,0
5,9506,9602,0.06,1,G,0,25,21,0
5,8912,9507,0.19,1,F,X,20,14.33,0
1,9001,9512,0.13,2,F,0,20,14.28,0
2,8812,9512,0.24,2,G,X,25,15.72,0
0,9507,9507,0.07,1,F,0,20,20,0
3,9009,9509,0.24,2,E,X,13,7,1
4,9201,9512,0.12,2,F,X,20,20.85,0
5,9109,9601,0.25,3,F,X,20,11.13,0
1,9009,9603,0.15,3,F,0,18,10.92,0
2,9201,9512,0.21,4,F,X,14,10.16,0
2,8612,9603,0.55,4,D,X,5,4.18,0
0,8609,9603,0.13,1,F,0,20,8.37,0
0,8703,9512,0.13,1,G,X,30,12.44,0
3,9501,9505,0.09,1,F,0,17,16,0
3,8701,9509,0.19,1,F,X,17,9.58,0
5,9310,9512,0.17,3,F,0,15,10.83,0
2,9411,9511,0.16,3,E,0,13,10.5,0
3,9310,9512,0.21,2,G,X,35,9.87,0
4,8909,9503,0.09,1,F,0,16,13.37,0
4,8707,9512,0.27,3,E,X,10,4.78,1
3,8608,9505,0.56,4,E,X,11,7.86,0
0,9406,9512,0.09,1,G,0,30,15.33,0
0,8612,9508,0.28,2,G,X,42,20.26,0
6,8802,9512,0.33,3,D,X,7,4.86,0
4,9211,9601,0.2,4,E,0,10,4.71,0
3,9209,9601,0.2,4,E,X,12,8.44,0
2,9507,9601,0.11,2,F,0,15,12.5,1
5,9502,9508,0.12,2,F,0,15,15,0
4,9310,9503,0.11,1,F,0,15,11.75,0
0,8704,9512,0.24,1,E,X,10,9.5,0
6,9502,9509,0.08,1,G,0,25,15,0
1,9209,9511,0.12,1,G,0,25,10.6,0
4,9501,9512,0.12,2,G,0,15,16.66,0
2,9411,9511,0.09,1,F,0,15,12.5,0
5,8704,9512,0.15,1,F,X,15,9.81,0
2,9510,9603,0.11,2,G,0,25,15,0
3,9210,9510,0.12,2,F,X,17,12,0
2,8612,9506,0.16,1,F,X,20,9.81,0
0,9510,9510,0.07,1,F,0,20,20,0
1,8701,9509,0.25,1,E,X,10,6.44,0
4,8809,9512,0.23,1,F,X,16,9.93,0
3,9602,9602,0.07,1,F,0,20,20,0
1,9410,9602,0.23,4,E,X,9,6.85,0
5,8610,9603,0.31,3,D,X,3,4.16,0
5,9603,9603,0.08,1,F,0,20,20,0
6,9403,9510,0.06,1,G,0,25,17.5,0
0,9109,9512,0.22,3,G,X,30,12.69,0
2,9201,9601,0.15,3,E,0,9,7.5,0
0,9601,9603,0.14,2,F,0,6,10.5,0
7,8608,9512,0.25,1,E,X,10,5.94,0
2,9103,9509,0.18,1,F,X,21,11.7,0
5,9507,9601,0.11,2,F,0,20,12.5,0
0,9301,9601,0.11,2,G,0,20,23,0
7,9210,9612,0.18,1,F,X,25,14.56,0
6,9511,9511,0.06,1,F,0,15,15,0
4,9407,9512,0.16,3,E,0,10,8.75,1
2,8901,9602,0.2,2,E,0,12,11.62,0
0,9103,9511,0.22,2,E,0,12,9.66,0
2,9409,9511,0.13,1,F,0,15,12.5,0
6,9201,9512,0.12,1,F,0,16,11,0
6,9010,9603,0.31,4,F,X,10,11.57,0
4,9312,9512,0.12,3,E,0,12,9.75,0
5,9103,9603,0.08,1,F,0,20,15,0
6,9210,9506,0.16,1,G,X,38,36.62,0
6,9506,9601,0.13,3,E,X,5,6.66,0
4,9009,9504,0.17,1,F,0,18,11.16,0
0,8812,9601,0.34,4,F,X,20,8.34,0
0,8801,9507,0.17,2,E,0,14,7.75,0
5,9506,9506,0.06,1,F,0,15,15,1
4,8905,9509,0.13,2,F,X,20,14,0
6,9410,9504,0.08,1,F,0,20,15,0
5,9411,9512,0.09,1,F,0,20,12.5,0
5,8802,9511,0.13,1,G,X,32,23,1
3,9502,9603,0.12,2,G,0,36,18.66,1
3,9309,9508,0.13,1,F,0,15,11.4,0
2,8705,9511,0.16,2,G,X,15,17.33,0
3,9510,9603,0.11,2,F,0,20,20,0
4,8803,9601,0.27,1,E,X,10,15.15,0
5,9001,9512,0.11,2,G,0,15,25,0
3,8705,9603,0.3,3,E,X,13,9.2,0
5,9501,9603,0.16,3,F,X,10,9.25,0
0,9409,9601,0.14,3,E,0,13,10,1
7,9301,9603,0.19,3,E,X,10,6.57,0
5,8705,9507,0.14,1,G,0,25,11.54,0
0,9103,9511,0.26,4,D,X,5,4.78,0
5,9401,9601,0.2,3,E,0,10,8.11,0
7,9511,9511,0.06,1,F,0,20,20,0
0,8801,9509,0.28,2,E,X,12,7.15,0
0,8609,9603,0.22,2,G,X,25,15.86,0
5,8802,9611,0.22,2,F,X,26,17.47,0
2,9311,9512,0.08,1,F,0,15,12.5,0
7,9507,9507,0.07,1,G,0,25,25,0
0,8810,9601,0.16,1,G,X,25,14.33,0
2,9001,9602,0.15,4,E,X,9,8,0
1,9509,9509,0.07,1,F,0,15,15,0
5,9401,9512,0.18,2,F,X,17,10,0
3,9310,9603,0.29,4,D,X,5,5.9,0
7,8801,9512,0.18,2,G,0,50,28.38,0
6,9506,9601,0.12,3,F,X,20,18.33,0
4,9501,9603,0.16,4,G,X,38,20.44,0
0,9310,9512,0.21,4,E,0,13,11,0
0,9103,9603,0.18,2,F,X,15,9,0
2,9002,9601,0.33,4,G,X,10,32.16,1
0,9302,9510,0.09,1,G,0,25,12.33,0
2,9310,9512,0.1,1,F,0,20,11.33,0
5,9409,9603,0.16,3,E,0,10,6.25,0
0,9502,9512,0.18,3,E,0,10,9,0
2,9404,9511,0.15,3,F,X,13,11.8,0
2,8811,9612,0.16,1,G,X,30,19.36,0
5,9401,9602,0.22,4,E,X,10,6.12,0
1,9204,9505,0.15,1,F,0,15,19.9,0
0,9310,9511,0.32,3,D,X,8,6.41,0
6,9409,9512,0.16,3,E,X,10,9,0
5,8608,9602,0.2,1,E,X,13,7.23,0
3,9403,9512,0.11,3,G,0,25,25,0
5,9310,9701,0.12,1,G,X,35,23.5,0
2,9401,9602,0.09,1,F,0,20,13.33,0
1,9209,9512,0.27,2,E,X,10,6.42,0
5,8704,9603,0.23,3,D,X,5,4.66,0
2,9410,9510,0.14,3,F,0,10,12.5,0
3,9111,9504,0.17,1,F,0,23,14,0
2,9001,9510,0.14,1,F,0,17,12.5,0
4,9009,9512,0.12,1,F,0,15,12.14,0
3,9106,9508,0.26,2,F,X,20,12.81,0
0,9507,9602,0.15,3,F,0,5,10,0
3,8608,9512,0.25,2,E,X,10,7.21,0
2,9602,9602,0.07,1,G,0,50,50,0
1,8705,9601,0.18,3,E,X,10,8.14,0
0,9101,9506,0.18,1,F,X,19,10.7,0
5,9301,9601,0.05,1,G,0,100,100,0
4,9510,9510,0.07,1,F,0,15,15,0
0,8809,9504,0.17,1,F,X,17,12.91,0
0,9009,9506,0.11,1,G,0,50,37.5,0
2,8611,9511,0.51,2,F,X,18,11.06,0
3,9402,9602,0.11,1,F,0,20,9.25,0
0,9510,9510,0.07,1,F,0,15,15,0
5,9001,9512,0.19,1,E,X,10,9.16,0
7,9101,9609,0.23,4,F,X,15,12.83,0
0,8909,9509,0.17,1,F,X,15,10.19,0
5,9309,9505,0.11,1,F,0,17,14.5,0
5,9310,9603,0.32,4,F,X,10,7.76,0
5,9010,9504,0.11,1,G,X,46,37,0
4,9506,9512,0.08,1,F,0,15,10,0
2,9401,9512,0.09,1,F,0,21,13.66,0
6,9301,9603,0.17,3,E,0,10,7.85,0
0,9209,9509,0.26,2,F,X,15,8.6,0
0,9602,9602,0.07,1,F,0,15,15,0
4,8703,9512,0.28,1,F,X,15,17.81,0
0,9101,9601,0.1,1,F,0,20,15,0
2,8611,9512,0.26,1,E,X,10,7.95,0
4,8809,9508,0.2,2,F,X,15,7.25,0
0,9601,9601,0.16,1,F,0,15,15,0
1,9210,9503,0.21,1,G,X,25,8.2,0
0,9507,9512,0.16,4,G,0,22,21.75,0
7,9310,9504,0.06,1,G,0,25,15,0
3,9004,9509,0.43,4,F,X,12,12,0
6,8701,9512,0.15,1,F,X,15,9.5,0
0,8712,9603,0.32,2,G,X,50,19.21,0
1,9301,9602,0.32,4,G,X,17,17.93,0
4,8608,9509,0.24,1,E,X,10,6.55,0
6,9401,9510,0.18,3,E,X,10,9.16,0
4,9103,9603,0.2,4,E,0,10,6.3,0
2,9507,9603,0.16,3,F,0,15,13.33,0
3,9309,9601,0.16,3,E,0,11,8.33,0
5,8701,9512,0.39,3,D,X,8,4.82,0
5,9103,9602,0.18,2,F,X,20,17.54,0
0,9510,9510,0.06,1,F,0,20,20,0
0,9401,9506,0.2,3,E,0,13,11.14,0
1,9403,9603,0.35,4,F,X,16,6.41,0
1,8809,9511,0.18,1,E,X,10,10,0
7,8809,9512,0.28,3,E,X,10,7.3,0
2,9501,9510,0.13,2,F,X,5,8.33,0
2,8803,9602,0.14,2,F,X,20,12.4,1
6,8803,9511,0.18,1,G,X,25,10.76,0
0,9403,9509,0.09,2,G,0,25,23.33,0
2,8810,9509,0.17,1,F,X,15,10.83,0
1,9301,9509,0.14,2,F,X,19,16.14,0
1,9501,9507,0.11,1,G,0,25,15,0
3,8909,9602,0.14,2,F,X,10,8.87,0
3,9103,9511,0.09,1,G,0,25,18,0
4,9209,9602,0.13,4,F,0,10,11.83,0
2,9001,9507,0.19,1,F,X,22,19.38,0
1,9510,9510,0.07,1,F,0,15,15,0
3,9009,9511,0.15,3,F,0,15,13.22,0
1,8905,9509,0.11,2,F,0,15,9.9,0
4,9509,9509,0.05,1,G,0,25,25,0
7,9403,9603,0.09,2,F,0,20,11.66,0
5,8804,9601,0.2,2,E,X,10,6.8,0
2,9011,9512,0.19,2,G,0,20,18.75,0
0,9104,9508,0.45,1,F,X,16,18.9,0
5,9006,9510,0.07,1,G,0,35,22.5,0
5,9506,9506,0.06,1,F,0,15,15,0
0,9402,9601,0.17,3,E,0,11,9.33,0
6,9302,9504,0.19,1,F,X,15,10.87,0
0,9512,9512,0.07,1,G,0,25,25,0
5,9309,9512,0.14,3,G,0,10,14,1
4,8609,9609,0.18,1,E,X,5,7.46,0
3,9602,9602,0.07,1,G,0,30,30,0
4,8610,9507,0.27,2,F,X,5,5.77,0
1,9101,9610,0.15,2,F,0,10,10.4,0
0,8701,9511,0.3,4,D,X,7,5.5,0
0,9302,9601,0.19,3,E,0,10,6.71,0
5,8706,9702,0.24,1,F,X,10,7.36,0
0,9410,9503,0.08,1,F,0,24,17,0
5,9510,9603,0.13,2,F,0,15,10,0
0,8910,9512,0.12,1,F,X,19,14.25,0
2,8804,9509,0.33,1,E,X,14,3.95,0
2,9506,9506,0.06,1,F,0,15,15,0
1,8906,9512,0.39,4,D,X,6,7.7,0
2,9506,9506,0.05,1,G,0,25,25,0
2,9410,9504,0.1,1,G,0,25,23.33,0
4,9501,9512,0.14,2,F,0,15,16.25,0
1,8612,9505,0.34,1,F,X,15,10.6,0
1,8608,9512,0.22,3,D,X,9,6.77,0
5,9301,9512,0.21,4,D,0,7,5.62,1
2,9210,9601,0.17,3,E,X,13,9.62,0
6,9103,9512,0.23,2,G,X,25,15,0
0,8610,9602,0.29,3,E,X,10,8.04,0
0,9401,9512,0.17,2,F,X,5,7.5,0
7,9402,9504,0.06,1,G,0,25,17.5,0
1,8809,9511,0.3,2,E,X,10,8.79,0
5,9601,9601,0.07,1,F,0,20,20,0
3,9410,9512,0.2,4,E,0,5,5.6,0
3,9503,9603,0.11,1,F,0,15,10,0
0,8912,9512,0.17,2,E,0,12,9.81,0
0,8911,9601,0.24,2,E,X,13,10.73,1
4,8702,9602,0.35,4,D,X,4,4.58,0
0,8702,9601,0.26,3,E,X,10,6.44,0
5,9501,9602,0.19,4,E,X,5,8.4,0
0,9504,9504,0.11,1,G,0,25,25,0
0,9111,9511,0.15,1,F,X,15,7.7,0
6,9409,9511,0.09,1,F,0,15,10,1
2,9201,9601,0.28,4,D,X,5,4.69,0
2,8802,9612,0.3,2,F,X,10,11.51,0
4,8801,9603,0.14,2,G,X,25,14.22,0
1,9010,9512,0.11,2,G,0,45,40,0
1,8612,9611,0.18,2,E,X,10,7.26,0
5,8609,9612,0.43,1,F,X,15,14.93,1
2,9401,9601,0.22,4,E,0,10,8,0
3,9301,9506,0.1,2,F,0,7,8.75,0
1,8703,9602,0.25,3,E,X,10,5.44,0
1,9410,9512,0.24,4,D,X,7,6.28,1
6,9210,9603,0.14,2,G,0,19,12.5,0
3,9601,9602,0.14,2,F,0,20,20,0
4,9410,9603,0.14,3,G,0,20,18.75,0
4,9310,9512,0.11,1,F,0,15,11,0
5,8612,9602,0.27,3,E,0,10,8,0
2,8704,9506,0.17,2,G,X,25,10.23,0
5,8608,9512,0.21,2,F,X,15,9.18,0
1,8809,9509,0.29,1,E,X,11,7.17,0
0,8706,9602,0.28,3,E,X,10,8.22,1
6,9601,9601,0.08,1,F,0,15,15,0
5,9401,9601,0.21,4,F,X,14,11.37,0
7,9301,9601,0.12,1,F,0,15,12.6,0
2,9110,9603,0.19,3,F,X,16,8.6,0
5,8609,9512,0.32,1,E,X,10,10.14,0
2,9510,9510,0.05,1,G,0,50,50,0
4,8809,9506,0.3,1,F,X,15,11.06,0
7,9001,9602,0.23,2,F,X,5,11.91,0
4,9506,9601,0.09,2,F,0,20,15,0
0,9201,9601,0.12,1,F,0,20,9.83,0
0,9209,9602,0.34,4,D,X,5,3.43,0
5,9510,9603,0.15,3,F,0,15,15,0
5,9602,9602,0.07,1,F,0,20,20,0
2,8611,9510,0.35,4,D,X,7,5.14,0
6,9602,9602,0.06,1,F,0,20,20,0
5,8609,9512,0.3,3,D,X,8,5.66,0
4,8702,9508,0.33,2,E,X,12,7.56,0
4,9503,9508,0.09,1,F,0,20,20,0
0,9412,9510,0.08,1,F,0,16,13,0
5,8610,9602,0.38,1,E,X,11,7.44,0
3,8612,9509,0.18,1,F,X,19,10.53,0
0,9602,9602,0.06,1,F,0,20,20,0
5,9310,9511,0.12,2,F,0,10,11.25,0
1,8610,9601,0.47,3,F,X,15,5.17,0
0,9407,9512,0.46,4,D,0,5,6.33,0
5,9603,9603,0.11,1,F,0,15,15,0
4,9402,9512,0.16,2,F,0,20,13,0
4,8702,9602,0.27,3,D,X,5,4.55,0
4,8611,9602,0.21,4,D,X,4,4,0
2,9301,9601,0.07,1,G,0,30,26.66,0
4,9406,9507,0.16,3,F,0,13,13.8,0
0,9309,9602,0.07,1,G,0,25,18.33,0
0,9203,9602,0.14,3,F,0,13,9.8,0
5,9405,9506,0.11,1,F,0,15,12.33,0
5,8909,9603,0.15,4,E,0,10,7.12,0
7,9111,9512,0.15,1,F,X,16,10.85,0
7,9310,9507,0.1,2,G,0,25,21.25,0
